"","FIPS","County","Median_HH_Income","Population","Year"
"30162","22127","Winn Parish, Louisiana",14494,35398,2018
"30163","23001","Androscoggin County, Maine",107444,51412,2018
"30164","23003","Aroostook County, Maine",68269,39824,2018
"30165","23005","Cumberland County, Maine",290944,69708,2018
"30166","23007","Franklin County, Maine",30019,48053,2018
"30167","23009","Hancock County, Maine",54541,53068,2018
"30168","23011","Kennebec County, Maine",121545,52929,2018
"30169","23013","Knox County, Maine",39823,55402,2018
"30170","23015","Lincoln County, Maine",34067,55180,2018
"30171","23017","Oxford County, Maine",57325,47275,2018
"30172","23019","Penobscot County, Maine",151748,49374,2018
"30173","23021","Piscataquis County, Maine",16887,39470,2018
"30174","23023","Sagadahoc County, Maine",35277,62131,2018
"30175","23025","Somerset County, Maine",50710,42491,2018
"30176","23027","Waldo County, Maine",39418,51564,2018
"30177","23029","Washington County, Maine",31694,41384,2018
"30178","23031","York County, Maine",203102,65538,2018
"30179","24001","Allegany County, Maryland",71977,44065,2018
"30180","24003","Anne Arundel County, Maryland",567696,97810,2018
"30181","24005","Baltimore County, Maryland",827625,74127,2018
"30182","24009","Calvert County, Maryland",91082,104301,2018
"30183","24011","Caroline County, Maryland",32875,54956,2018
"30184","24013","Carroll County, Maryland",167522,93363,2018
"30185","24015","Cecil County, Maryland",102517,72845,2018
"30186","24017","Charles County, Maryland",157671,95924,2018
"30187","24019","Dorchester County, Maryland",32261,52145,2018
"30188","24021","Frederick County, Maryland",248472,91999,2018
"30189","24023","Garrett County, Maryland",29376,49619,2018
"30190","24025","Harford County, Maryland",251025,85942,2018
"30191","24027","Howard County, Maryland",315327,117730,2018
"30192","24029","Kent County, Maryland",19593,56009,2018
"30193","24031","Montgomery County, Maryland",1040133,106287,2018
"30194","24033","Prince George's County, Maryland",906202,81969,2018
"30195","24035","Queen Anne's County, Maryland",49355,92167,2018
"30196","24037","St. Mary's County, Maryland",111531,90438,2018
"30197","24039","Somerset County, Maryland",25737,42165,2018
"30198","24041","Talbot County, Maryland",37211,67204,2018
"30199","24043","Washington County, Maryland",149811,59719,2018
"30200","24045","Wicomico County, Maryland",102172,56608,2018
"30201","24047","Worcester County, Maryland",51564,61145,2018
"30202","24510","Baltimore city, Maryland",614700,48840,2018
"30203","25001","Barnstable County, Massachusetts",213690,70621,2018
"30204","25003","Berkshire County, Massachusetts",127328,56674,2018
"30205","25005","Bristol County, Massachusetts",558905,66157,2018
"30206","25007","Dukes County, Massachusetts",17313,71224,2018
"30207","25009","Essex County, Massachusetts",781024,75878,2018
"30208","25011","Franklin County, Massachusetts",70935,59522,2018
"30209","25013","Hampden County, Massachusetts",469116,53403,2018
"30210","25015","Hampshire County, Massachusetts",161159,67044,2018
"30211","25017","Middlesex County, Massachusetts",1595192,97012,2018
"30212","25019","Nantucket County, Massachusetts",11101,105171,2018
"30213","25021","Norfolk County, Massachusetts",698249,99511,2018
"30214","25023","Plymouth County, Massachusetts",512135,85654,2018
"30215","25025","Suffolk County, Massachusetts",791766,64582,2018
"30216","25027","Worcester County, Massachusetts",822280,71895,2018
"30217","26001","Alcona County, Michigan",10364,39735,2018
"30218","26003","Alger County, Michigan",9194,46007,2018
"30219","26005","Allegan County, Michigan",115250,59883,2018
"30220","26007","Alpena County, Michigan",28612,41991,2018
"30221","26009","Antrim County, Michigan",23177,52589,2018
"30222","26011","Arenac County, Michigan",15165,40769,2018
"30223","26013","Baraga County, Michigan",8507,42444,2018
"30224","26015","Barry County, Michigan",60057,61016,2018
"30225","26017","Bay County, Michigan",104786,48005,2018
"30226","26019","Benzie County, Michigan",17552,56639,2018
"30227","26021","Berrien County, Michigan",154807,49135,2018
"30228","26023","Branch County, Michigan",43584,50536,2018
"30229","26025","Calhoun County, Michigan",134473,47426,2018
"30230","26027","Cass County, Michigan",51460,53571,2018
"30231","26029","Charlevoix County, Michigan",26219,53207,2018
"30232","26031","Cheboygan County, Michigan",25458,46161,2018
"30233","26033","Chippewa County, Michigan",37834,44483,2018
"30234","26035","Clare County, Michigan",30616,37369,2018
"30235","26037","Clinton County, Michigan",77896,67482,2018
"30236","26039","Crawford County, Michigan",13836,47443,2018
"30237","26041","Delta County, Michigan",36190,46490,2018
"30238","26043","Dickinson County, Michigan",25570,48966,2018
"30239","26045","Eaton County, Michigan",109155,62474,2018
"30240","26047","Emmet County, Michigan",33039,54055,2018
"30241","26049","Genesee County, Michigan",409361,47006,2018
"30242","26051","Gladwin County, Michigan",25289,43290,2018
"30243","26053","Gogebic County, Michigan",15414,38798,2018
"30244","26055","Grand Traverse County, Michigan",91746,61485,2018
"30245","26057","Gratiot County, Michigan",41067,44991,2018
"30246","26059","Hillsdale County, Michigan",45830,48392,2018
"30247","26061","Houghton County, Michigan",36360,42852,2018
"30248","26063","Huron County, Michigan",31543,46320,2018
"30249","26065","Ingham County, Michigan",289564,50940,2018
"30250","26067","Ionia County, Michigan",64176,54343,2018
"30251","26069","Iosco County, Michigan",25247,42102,2018
"30252","26071","Iron County, Michigan",11212,38918,2018
"30253","26073","Isabella County, Michigan",70775,44408,2018
"30254","26075","Jackson County, Michigan",158913,51431,2018
"30255","26077","Kalamazoo County, Michigan",261573,54431,2018
"30256","26079","Kalkaska County, Michigan",17463,46004,2018
"30257","26081","Kent County, Michigan",643140,60351,2018
"30258","26083","Keweenaw County, Michigan",2130,49779,2018
"30259","26085","Lake County, Michigan",11763,34631,2018
"30260","26087","Lapeer County, Michigan",88202,58952,2018
"30261","26089","Leelanau County, Michigan",21639,63831,2018
"30262","26091","Lenawee County, Michigan",98474,53972,2018
"30263","26093","Livingston County, Michigan",188482,80897,2018
"30264","26095","Luce County, Michigan",6364,42255,2018
"30265","26097","Mackinac County, Michigan",10817,46507,2018
"30266","26099","Macomb County, Michigan",868704,60466,2018
"30267","26101","Manistee County, Michigan",24444,47172,2018
"30268","26103","Marquette County, Michigan",66939,50771,2018
"30269","26105","Mason County, Michigan",28884,49663,2018
"30270","26107","Mecosta County, Michigan",43264,44460,2018
"30271","26109","Menominee County, Michigan",23234,45508,2018
"30272","26111","Midland County, Michigan",83389,59271,2018
"30273","26113","Missaukee County, Michigan",15006,44766,2018
"30274","26115","Monroe County, Michigan",149699,61514,2018
"30275","26117","Montcalm County, Michigan",63209,47000,2018
"30276","26119","Montmorency County, Michigan",9261,42305,2018
"30277","26121","Muskegon County, Michigan",173043,48329,2018
"30278","26123","Newaygo County, Michigan",48142,46724,2018
"30279","26125","Oakland County, Michigan",1250843,76387,2018
"30280","26127","Oceana County, Michigan",26417,46217,2018
"30281","26129","Ogemaw County, Michigan",20928,40150,2018
"30282","26131","Ontonagon County, Michigan",5968,38906,2018
"30283","26133","Osceola County, Michigan",23232,42689,2018
"30284","26135","Oscoda County, Michigan",8277,40255,2018
"30285","26137","Otsego County, Michigan",24397,52645,2018
"30286","26139","Ottawa County, Michigan",284034,67468,2018
"30287","26141","Presque Isle County, Michigan",12797,46439,2018
"30288","26143","Roscommon County, Michigan",23877,40302,2018
"30289","26145","Saginaw County, Michigan",192778,46919,2018
"30290","26147","St. Clair County, Michigan",159566,55240,2018
"30291","26149","St. Joseph County, Michigan",60897,50117,2018
"30292","26151","Sanilac County, Michigan",41376,45277,2018
"30293","26153","Schoolcraft County, Michigan",8069,40747,2018
"30294","26155","Shiawassee County, Michigan",68493,54742,2018
"30295","26157","Tuscola County, Michigan",53250,47694,2018
"30296","26159","Van Buren County, Michigan",75272,52351,2018
"30297","26161","Washtenaw County, Michigan",365961,69434,2018
"30298","26163","Wayne County, Michigan",1761382,45321,2018
"30299","26165","Wexford County, Michigan",33111,44166,2018
"30300","27001","Aitkin County, Minnesota",15834,45989,2018
"30301","27003","Anoka County, Minnesota",347431,79923,2018
"30302","27005","Becker County, Minnesota",33773,59278,2018
"30303","27007","Beltrami County, Minnesota",46117,47410,2018
"30304","27009","Benton County, Minnesota",39779,56357,2018
"30305","27011","Big Stone County, Minnesota",5016,51920,2018
"30306","27013","Blue Earth County, Minnesota",66322,55861,2018
"30307","27015","Brown County, Minnesota",25211,57728,2018
"30308","27017","Carlton County, Minnesota",35540,60390,2018
"30309","27019","Carver County, Minnesota",100416,97895,2018
"30310","27021","Cass County, Minnesota",29022,50173,2018
"30311","27023","Chippewa County, Minnesota",12010,54552,2018
"30312","27025","Chisago County, Minnesota",54727,80409,2018
"30313","27027","Clay County, Minnesota",62801,65000,2018
"30314","27029","Clearwater County, Minnesota",8812,46291,2018
"30315","27031","Cook County, Minnesota",5311,52271,2018
"30316","27033","Cottonwood County, Minnesota",11372,53354,2018
"30317","27035","Crow Wing County, Minnesota",63855,54508,2018
"30318","27037","Dakota County, Minnesota",418201,83288,2018
"30319","27039","Dodge County, Minnesota",20582,71669,2018
"30320","27041","Douglas County, Minnesota",37203,60676,2018
"30321","27043","Faribault County, Minnesota",13896,52286,2018
"30322","27045","Fillmore County, Minnesota",20888,59451,2018
"30323","27047","Freeborn County, Minnesota",30526,52447,2018
"30324","27049","Goodhue County, Minnesota",46217,64765,2018
"30325","27051","Grant County, Minnesota",5938,55912,2018
"30326","27053","Hennepin County, Minnesota",1235478,74113,2018
"30327","27055","Houston County, Minnesota",18663,58729,2018
"30328","27057","Hubbard County, Minnesota",20862,55472,2018
"30329","27059","Isanti County, Minnesota",38974,72473,2018
"30330","27061","Itasca County, Minnesota",45203,53022,2018
"30331","27063","Jackson County, Minnesota",10047,57010,2018
"30332","27065","Kanabec County, Minnesota",16004,53300,2018
"30333","27067","Kandiyohi County, Minnesota",42658,59089,2018
"30334","27069","Kittson County, Minnesota",4337,57112,2018
"30335","27071","Koochiching County, Minnesota",12644,47129,2018
"30336","27073","Lac qui Parle County, Minnesota",6773,52199,2018
"30337","27075","Lake County, Minnesota",10569,59516,2018
"30338","27077","Lake of the Woods County, Minnesota",3809,49068,2018
"30339","27079","Le Sueur County, Minnesota",27983,67451,2018
"30340","27081","Lincoln County, Minnesota",5707,52301,2018
"30341","27083","Lyon County, Minnesota",25839,55525,2018
"30342","27085","McLeod County, Minnesota",35825,61275,2018
"30343","27087","Mahnomen County, Minnesota",5506,44537,2018
"30344","27089","Marshall County, Minnesota",9392,58723,2018
"30345","27091","Martin County, Minnesota",19964,53915,2018
"30346","27093","Meeker County, Minnesota",23079,61856,2018
"30347","27095","Mille Lacs County, Minnesota",25728,53888,2018
"30348","27097","Morrison County, Minnesota",32949,54962,2018
"30349","27099","Mower County, Minnesota",39602,53665,2018
"30350","27101","Murray County, Minnesota",8353,57500,2018
"30351","27103","Nicollet County, Minnesota",33783,65027,2018
"30352","27105","Nobles County, Minnesota",21839,54149,2018
"30353","27107","Norman County, Minnesota",6559,55206,2018
"30354","27109","Olmsted County, Minnesota",153065,74880,2018
"30355","27111","Otter Tail County, Minnesota",57992,57131,2018
"30356","27113","Pennington County, Minnesota",14184,59036,2018
"30357","27115","Pine County, Minnesota",29129,49138,2018
"30358","27117","Pipestone County, Minnesota",9185,52309,2018
"30359","27119","Polk County, Minnesota",31591,57151,2018
"30360","27121","Pope County, Minnesota",10980,58132,2018
"30361","27123","Ramsey County, Minnesota",541493,62304,2018
"30362","27125","Red Lake County, Minnesota",4008,56588,2018
"30363","27127","Redwood County, Minnesota",15331,53230,2018
"30364","27129","Renville County, Minnesota",14721,57886,2018
"30365","27131","Rice County, Minnesota",65765,65758,2018
"30366","27133","Rock County, Minnesota",9413,59890,2018
"30367","27135","Roseau County, Minnesota",15462,59644,2018
"30368","27137","St. Louis County, Minnesota",200080,53344,2018
"30369","27139","Scott County, Minnesota",143372,97744,2018
"30370","27141","Sherburne County, Minnesota",93231,85818,2018
"30371","27143","Sibley County, Minnesota",14912,62761,2018
"30372","27145","Stearns County, Minnesota",156819,60606,2018
"30373","27147","Steele County, Minnesota",36676,62731,2018
"30374","27149","Stevens County, Minnesota",9784,58363,2018
"30375","27151","Swift County, Minnesota",9411,48577,2018
"30376","27153","Todd County, Minnesota",24440,52872,2018
"30377","27155","Traverse County, Minnesota",3337,48784,2018
"30378","27157","Wabasha County, Minnesota",21500,65138,2018
"30379","27159","Wadena County, Minnesota",13646,45860,2018
"30380","27161","Waseca County, Minnesota",18809,55612,2018
"30381","27163","Washington County, Minnesota",253317,92376,2018
"30382","27165","Watonwan County, Minnesota",10973,51097,2018
"30383","27167","Wilkin County, Minnesota",6343,54935,2018
"30384","27169","Winona County, Minnesota",50847,55529,2018
"30385","27171","Wright County, Minnesota",132745,81881,2018
"30386","27173","Yellow Medicine County, Minnesota",9868,56943,2018
"30387","28001","Adams County, Mississippi",31547,29203,2018
"30388","28003","Alcorn County, Mississippi",37180,40180,2018
"30389","28005","Amite County, Mississippi",12468,31854,2018
"30390","28007","Attala County, Mississippi",18581,34756,2018
"30391","28009","Benton County, Mississippi",8253,35974,2018
"30392","28011","Bolivar County, Mississippi",32592,29912,2018
"30393","28013","Calhoun County, Mississippi",14571,36440,2018
"30394","28015","Carroll County, Mississippi",10129,43060,2018
"30395","28017","Chickasaw County, Mississippi",17279,35939,2018
"30396","28019","Choctaw County, Mississippi",8321,37203,2018
"30397","28021","Claiborne County, Mississippi",9120,26732,2018
"30398","28023","Clarke County, Mississippi",15928,39246,2018
"30399","28025","Clay County, Mississippi",19808,35121,2018
"30400","28027","Coahoma County, Mississippi",23802,30009,2018
"30401","28029","Copiah County, Mississippi",28721,40361,2018
"30402","28031","Covington County, Mississippi",19091,35931,2018
"30403","28033","DeSoto County, Mississippi",176132,65169,2018
"30404","28035","Forrest County, Mississippi",75517,40675,2018
"30405","28037","Franklin County, Mississippi",7757,40810,2018
"30406","28039","George County, Mississippi",23710,48319,2018
"30407","28041","Greene County, Mississippi",13714,49447,2018
"30408","28043","Grenada County, Mississippi",21278,36877,2018
"30409","28045","Hancock County, Mississippi",46653,47543,2018
"30410","28047","Harrison County, Mississippi",202626,45566,2018
"30411","28049","Hinds County, Mississippi",241774,43005,2018
"30412","28051","Holmes County, Mississippi",18075,21093,2018
"30413","28053","Humphreys County, Mississippi",8539,28507,2018
"30414","28055","Issaquena County, Mississippi",1328,25776,2018
"30415","28057","Itawamba County, Mississippi",23480,40510,2018
"30416","28059","Jackson County, Mississippi",142014,51142,2018
"30417","28061","Jasper County, Mississippi",16529,35931,2018
"30418","28063","Jefferson County, Mississippi",7346,20188,2018
"30419","28065","Jefferson Davis County, Mississippi",11495,30083,2018
"30420","28067","Jones County, Mississippi",68454,41263,2018
"30421","28069","Kemper County, Mississippi",10107,28176,2018
"30422","28071","Lafayette County, Mississippi",53459,47132,2018
"30423","28073","Lamar County, Mississippi",61223,58188,2018
"30424","28075","Lauderdale County, Mississippi",77323,41704,2018
"30425","28077","Lawrence County, Mississippi",12630,42290,2018
"30426","28079","Leake County, Mississippi",22870,33482,2018
"30427","28081","Lee County, Mississippi",84915,47978,2018
"30428","28083","Leflore County, Mississippi",29804,26052,2018
"30429","28085","Lincoln County, Mississippi",34432,40355,2018
"30430","28087","Lowndes County, Mississippi",59437,45355,2018
"30431","28089","Madison County, Mississippi",103498,71690,2018
"30432","28091","Marion County, Mississippi",25202,31446,2018
"30433","28093","Marshall County, Mississippi",35787,41572,2018
"30434","28095","Monroe County, Mississippi",35840,40940,2018
"30435","28097","Montgomery County, Mississippi",10198,33667,2018
"30436","28099","Neshoba County, Mississippi",29376,36875,2018
"30437","28101","Newton County, Mississippi",21524,33831,2018
"30438","28103","Noxubee County, Mississippi",10828,36000,2018
"30439","28105","Oktibbeha County, Mississippi",49481,38800,2018
"30440","28107","Panola County, Mississippi",34243,36563,2018
"30441","28109","Pearl River County, Mississippi",55149,45820,2018
"30442","28111","Perry County, Mississippi",12028,39007,2018
"30443","28113","Pike County, Mississippi",39737,30910,2018
"30444","28115","Pontotoc County, Mississippi",31315,41379,2018
"30445","28117","Prentiss County, Mississippi",25360,37519,2018
"30446","28119","Quitman County, Mississippi",7372,25510,2018
"30447","28121","Rankin County, Mississippi",151240,64557,2018
"30448","28123","Scott County, Mississippi",28415,33735,2018
"30449","28125","Sharkey County, Mississippi",4511,28799,2018
"30450","28127","Simpson County, Mississippi",27073,37946,2018
"30451","28129","Smith County, Mississippi",16063,41657,2018
"30452","28131","Stone County, Mississippi",18375,44883,2018
"30453","28133","Sunflower County, Mississippi",26532,30029,2018
"30454","28135","Tallahatchie County, Mississippi",14361,30028,2018
"30455","28137","Tate County, Mississippi",28493,51056,2018
"30456","28139","Tippah County, Mississippi",21990,39839,2018
"30457","28141","Tishomingo County, Mississippi",19478,37312,2018
"30458","28143","Tunica County, Mississippi",10170,37822,2018
"30459","28145","Union County, Mississippi",28356,41287,2018
"30460","28147","Walthall County, Mississippi",14601,29804,2018
"30461","28149","Warren County, Mississippi",47075,43039,2018
"30462","28151","Washington County, Mississippi",47086,30834,2018
"30463","28153","Wayne County, Mississippi",20422,37970,2018
"30464","28155","Webster County, Mississippi",9828,40683,2018
"30465","28157","Wilkinson County, Mississippi",8990,26599,2018
"30466","28159","Winston County, Mississippi",18358,36214,2018
"30467","28161","Yalobusha County, Mississippi",12421,41864,2018
"30468","28163","Yazoo County, Mississippi",27974,31402,2018
"30469","29001","Adair County, Missouri",25325,40046,2018
"30470","29003","Andrew County, Missouri",17403,55683,2018
"30471","29005","Atchison County, Missouri",5270,48385,2018
"30472","29007","Audrain County, Missouri",25735,43761,2018
"30473","29009","Barry County, Missouri",35493,41463,2018
"30474","29011","Barton County, Missouri",11850,41625,2018
"30475","29013","Bates County, Missouri",16374,46186,2018
"30476","29015","Benton County, Missouri",18989,38028,2018
"30477","29017","Bollinger County, Missouri",12281,42985,2018
"30478","29019","Boone County, Missouri",176515,54043,2018
"30479","29021","Buchanan County, Missouri",89076,50457,2018
"30480","29023","Butler County, Missouri",42733,39058,2018
"30481","29025","Caldwell County, Missouri",9049,48033,2018
"30482","29027","Callaway County, Missouri",44840,55376,2018
"30483","29029","Camden County, Missouri",45096,52087,2018
"30484","29031","Cape Girardeau County, Missouri",78324,51730,2018
"30485","29033","Carroll County, Missouri",8843,42149,2018
"30486","29035","Carter County, Missouri",6197,39415,2018
"30487","29037","Cass County, Missouri",102678,67659,2018
"30488","29039","Cedar County, Missouri",13938,39412,2018
"30489","29041","Chariton County, Missouri",7546,46992,2018
"30490","29043","Christian County, Missouri",84275,57019,2018
"30491","29045","Clark County, Missouri",6800,47955,2018
"30492","29047","Clay County, Missouri",239164,68367,2018
"30493","29049","Clinton County, Missouri",20475,58510,2018
"30494","29051","Cole County, Missouri",76740,57587,2018
"30495","29053","Cooper County, Missouri",17622,48750,2018
"30496","29055","Crawford County, Missouri",24280,38036,2018
"30497","29057","Dade County, Missouri",7590,39979,2018
"30498","29059","Dallas County, Missouri",16499,41551,2018
"30499","29061","Daviess County, Missouri",8302,50380,2018
"30500","29063","DeKalb County, Missouri",12564,50000,2018
"30501","29065","Dent County, Missouri",15504,39916,2018
"30502","29067","Douglas County, Missouri",13374,34372,2018
"30503","29069","Dunklin County, Missouri",30428,34186,2018
"30504","29071","Franklin County, Missouri",102781,55312,2018
"30505","29073","Gasconade County, Missouri",14746,53439,2018
"30506","29075","Gentry County, Missouri",6665,42689,2018
"30507","29077","Greene County, Missouri",288429,44808,2018
"30508","29079","Grundy County, Missouri",10039,42574,2018
"30509","29081","Harrison County, Missouri",8554,40168,2018
"30510","29083","Henry County, Missouri",21765,43911,2018
"30511","29085","Hickory County, Missouri",9368,36190,2018
"30512","29087","Holt County, Missouri",4456,45610,2018
"30513","29089","Howard County, Missouri",10113,50372,2018
"30514","29091","Howell County, Missouri",40102,36143,2018
"30515","29093","Iron County, Missouri",10221,37188,2018
"30516","29095","Jackson County, Missouri",692003,52805,2018
"30517","29097","Jasper County, Missouri",119238,46929,2018
"30518","29099","Jefferson County, Missouri",223302,63030,2018
"30519","29101","Johnson County, Missouri",53689,53056,2018
"30520","29103","Knox County, Missouri",3951,40383,2018
"30521","29105","Laclede County, Missouri",35507,46192,2018
"30522","29107","Lafayette County, Missouri",32589,54661,2018
"30523","29109","Lawrence County, Missouri",38133,43373,2018
"30524","29111","Lewis County, Missouri",10027,47764,2018
"30525","29113","Lincoln County, Missouri",55563,61628,2018
"30526","29115","Linn County, Missouri",12186,43642,2018
"30527","29117","Livingston County, Missouri",15076,47885,2018
"30528","29119","McDonald County, Missouri",22827,42019,2018
"30529","29121","Macon County, Missouri",15254,40007,2018
"30530","29123","Madison County, Missouri",12205,41322,2018
"30531","29125","Maries County, Missouri",8884,44436,2018
"30532","29127","Marion County, Missouri",28672,46762,2018
"30533","29129","Mercer County, Missouri",3664,44085,2018
"30534","29131","Miller County, Missouri",25049,42718,2018
"30535","29133","Mississippi County, Missouri",13748,32846,2018
"30536","29135","Moniteau County, Missouri",15958,54828,2018
"30537","29137","Monroe County, Missouri",8654,43973,2018
"30538","29139","Montgomery County, Missouri",11545,45862,2018
"30539","29141","Morgan County, Missouri",20137,37727,2018
"30540","29143","New Madrid County, Missouri",17811,35399,2018
"30541","29145","Newton County, Missouri",58202,49023,2018
"30542","29147","Nodaway County, Missouri",22547,43349,2018
"30543","29149","Oregon County, Missouri",10699,32534,2018
"30544","29151","Osage County, Missouri",13619,58476,2018
"30545","29153","Ozark County, Missouri",9236,32601,2018
"30546","29155","Pemiscot County, Missouri",17031,33390,2018
"30547","29157","Perry County, Missouri",19146,54964,2018
"30548","29159","Pettis County, Missouri",42371,44382,2018
"30549","29161","Phelps County, Missouri",44789,42846,2018
"30550","29163","Pike County, Missouri",18489,45753,2018
"30551","29165","Platte County, Missouri",98824,76912,2018
"30552","29167","Polk County, Missouri",31549,44892,2018
"30553","29169","Pulaski County, Missouri",52591,51665,2018
"30554","29171","Putnam County, Missouri",4815,37367,2018
"30555","29173","Ralls County, Missouri",10217,55546,2018
"30556","29175","Randolph County, Missouri",24945,46610,2018
"30557","29177","Ray County, Missouri",22825,59857,2018
"30558","29179","Reynolds County, Missouri",6315,40929,2018
"30559","29181","Ripley County, Missouri",13693,33343,2018
"30560","29183","St. Charles County, Missouri",389985,81411,2018
"30561","29185","St. Clair County, Missouri",9383,38470,2018
"30562","29186","Ste. Genevieve County, Missouri",17871,56234,2018
"30563","29187","St. Francois County, Missouri",66342,45774,2018
"30564","29189","St. Louis County, Missouri",998684,65300,2018
"30565","29195","Saline County, Missouri",23102,43201,2018
"30566","29197","Schuyler County, Missouri",4502,39697,2018
"30567","29199","Scotland County, Missouri",4898,42965,2018
"30568","29201","Scott County, Missouri",38729,42231,2018
"30569","29203","Shannon County, Missouri",8246,32180,2018
"30570","29205","Shelby County, Missouri",6061,44051,2018
"30571","29207","Stoddard County, Missouri",29512,40567,2018
"30572","29209","Stone County, Missouri",31527,46443,2018
"30573","29211","Sullivan County, Missouri",6317,42604,2018
"30574","29213","Taney County, Missouri",54720,41487,2018
"30575","29215","Texas County, Missouri",25671,35277,2018
"30576","29217","Vernon County, Missouri",20691,43379,2018
"30577","29219","Warren County, Missouri",33908,57948,2018
"30578","29221","Washington County, Missouri",24931,39621,2018
"30579","29223","Wayne County, Missouri",13308,34391,2018
"30580","29225","Webster County, Missouri",38082,47421,2018
"30581","29227","Worth County, Missouri",2040,52500,2018
"30582","29229","Wright County, Missouri",18293,32752,2018
"30583","29510","St. Louis city, Missouri",311273,41107,2018
"30584","30001","Beaverhead County, Montana",9393,44809,2018
"30585","30003","Big Horn County, Montana",13376,46365,2018
"30586","30005","Blaine County, Montana",6727,38083,2018
"30587","30007","Broadwater County, Montana",5834,56469,2018
"30588","30009","Carbon County, Montana",10546,57538,2018
"30589","30011","Carter County, Montana",1318,44196,2018
"30590","30013","Cascade County, Montana",81746,48160,2018
"30591","30015","Chouteau County, Montana",5789,40942,2018
"30592","30017","Custer County, Montana",11845,55841,2018
"30593","30019","Daniels County, Montana",1753,54750,2018
"30594","30021","Dawson County, Montana",9191,59820,2018
"30595","30023","Deer Lodge County, Montana",9100,41783,2018
"30596","30025","Fallon County, Montana",2838,60750,2018
"30597","30027","Fergus County, Montana",11273,50327,2018
"30598","30029","Flathead County, Montana",98082,52966,2018
"30599","30031","Gallatin County, Montana",104729,61499,2018
"30600","30033","Garfield County, Montana",1141,45893,2018
"30601","30035","Glacier County, Montana",13699,31029,2018
"30602","30037","Golden Valley County, Montana",724,39952,2018
"30603","30039","Granite County, Montana",3269,48958,2018
"30604","30041","Hill County, Montana",16439,47141,2018
"30605","30043","Jefferson County, Montana",11778,66867,2018
"30606","30045","Judith Basin County, Montana",1951,45764,2018
"30607","30047","Lake County, Montana",29774,45488,2018
"30608","30049","Lewis and Clark County, Montana",67077,62130,2018
"30609","30051","Liberty County, Montana",2280,47419,2018
"30610","30053","Lincoln County, Montana",19358,38287,2018
"30611","30055","McCone County, Montana",1630,47500,2018
"30612","30057","Madison County, Montana",8218,50247,2018
"30613","30059","Meagher County, Montana",1968,43109,2018
"30614","30061","Mineral County, Montana",4211,41905,2018
"30615","30063","Missoula County, Montana",115983,51270,2018
"30616","30065","Musselshell County, Montana",4807,41612,2018
"30617","30067","Park County, Montana",16246,49194,2018
"30618","30069","Petroleum County, Montana",432,44688,2018
"30619","30071","Phillips County, Montana",4124,46222,2018
"30620","30073","Pondera County, Montana",6044,45458,2018
"30621","30075","Powder River County, Montana",1619,52457,2018
"30622","30077","Powell County, Montana",6861,49652,2018
"30623","30079","Prairie County, Montana",1342,47250,2018
"30624","30081","Ravalli County, Montana",41902,48930,2018
"30625","30083","Richland County, Montana",11360,67272,2018
"30626","30085","Roosevelt County, Montana",11228,42904,2018
"30627","30087","Rosebud County, Montana",9250,56549,2018
"30628","30089","Sanders County, Montana",11521,36984,2018
"30629","30091","Sheridan County, Montana",3574,54321,2018
"30630","30093","Silver Bow County, Montana",34814,42237,2018
"30631","30095","Stillwater County, Montana",9410,63785,2018
"30632","30097","Sweet Grass County, Montana",3653,49514,2018
"30633","30099","Teton County, Montana",6080,51862,2018
"30634","30101","Toole County, Montana",4976,46823,2018
"30635","30103","Treasure County, Montana",777,42292,2018
"30636","30105","Valley County, Montana",7532,55882,2018
"30637","30107","Wheatland County, Montana",2149,41186,2018
"30638","30109","Wibaux County, Montana",1175,50202,2018
"30639","30111","Yellowstone County, Montana",157816,59117,2018
"30640","31001","Adams County, Nebraska",31583,51536,2018
"30641","31003","Antelope County, Nebraska",6372,48716,2018
"30642","31005","Arthur County, Nebraska",418,43854,2018
"30643","31007","Banner County, Nebraska",696,59625,2018
"30644","31009","Blaine County, Nebraska",480,50870,2018
"30645","31011","Boone County, Nebraska",5313,54063,2018
"30646","31013","Box Butte County, Nebraska",11089,56412,2018
"30647","31015","Boyd County, Nebraska",2042,50729,2018
"30648","31017","Brown County, Nebraska",2988,41550,2018
"30649","31019","Buffalo County, Nebraska",49030,56952,2018
"30650","31021","Burt County, Nebraska",6528,51482,2018
"30651","31023","Butler County, Nebraska",8067,55562,2018
"30652","31025","Cass County, Nebraska",25702,71139,2018
"30653","31027","Cedar County, Nebraska",8523,58978,2018
"30654","31029","Chase County, Nebraska",3734,55833,2018
"30655","31031","Cherry County, Nebraska",5790,53684,2018
"30656","31033","Cheyenne County, Nebraska",9852,56538,2018
"30657","31035","Clay County, Nebraska",6232,56316,2018
"30658","31037","Colfax County, Nebraska",10760,56528,2018
"30659","31039","Cuming County, Nebraska",8991,55190,2018
"30660","31041","Custer County, Nebraska",10830,49891,2018
"30661","31043","Dakota County, Nebraska",20317,55017,2018
"30662","31045","Dawes County, Nebraska",8896,51748,2018
"30663","31047","Dawson County, Nebraska",23804,53769,2018
"30664","31049","Deuel County, Nebraska",1894,48500,2018
"30665","31051","Dixon County, Nebraska",5746,56775,2018
"30666","31053","Dodge County, Nebraska",36683,53101,2018
"30667","31055","Douglas County, Nebraska",554992,61688,2018
"30668","31057","Dundy County, Nebraska",2023,44350,2018
