"","FIPS","County","Median_HH_Income","Population","Year"
"12800","56033","Sheridan County, Wyoming",29097,52352,2012
"12801","56035","Sublette County, Wyoming",10065,79776,2012
"12802","56037","Sweetwater County, Wyoming",43890,72139,2012
"12803","56039","Teton County, Wyoming",21326,69020,2012
"12804","56041","Uinta County, Wyoming",20942,59714,2012
"12805","56043","Washakie County, Wyoming",8425,44519,2012
"12806","56045","Weston County, Wyoming",7152,53802,2012
"12807","72001","Adjuntas Municipio, Puerto Rico",19458,13095,2012
"12808","72003","Aguada Municipio, Puerto Rico",41876,15106,2012
"12809","72005","Aguadilla Municipio, Puerto Rico",60714,15302,2012
"12810","72007","Aguas Buenas Municipio, Puerto Rico",28573,13994,2012
"12811","72009","Aibonito Municipio, Puerto Rico",25823,16235,2012
"12812","72011","Añasco Municipio, Puerto Rico",29236,16771,2012
"12813","72013","Arecibo Municipio, Puerto Rico",96176,17077,2012
"12814","72015","Arroyo Municipio, Puerto Rico",19542,16114,2012
"12815","72017","Barceloneta Municipio, Puerto Rico",24815,15034,2012
"12816","72019","Barranquitas Municipio, Puerto Rico",30322,14907,2012
"12817","72021","Bayamón Municipio, Puerto Rico",207337,24609,2012
"12818","72023","Cabo Rojo Municipio, Puerto Rico",50866,16003,2012
"12819","72025","Caguas Municipio, Puerto Rico",142549,23845,2012
"12820","72027","Camuy Municipio, Puerto Rico",35085,17762,2012
"12821","72029","Canóvanas Municipio, Puerto Rico",47656,22746,2012
"12822","72031","Carolina Municipio, Puerto Rico",176157,29470,2012
"12823","72033","Cataño Municipio, Puerto Rico",28049,17780,2012
"12824","72035","Cayey Municipio, Puerto Rico",48008,20912,2012
"12825","72037","Ceiba Municipio, Puerto Rico",13726,20455,2012
"12826","72039","Ciales Municipio, Puerto Rico",18712,13722,2012
"12827","72041","Cidra Municipio, Puerto Rico",43414,23804,2012
"12828","72043","Coamo Municipio, Puerto Rico",40577,16658,2012
"12829","72045","Comerío Municipio, Puerto Rico",20745,12481,2012
"12830","72047","Corozal Municipio, Puerto Rico",37074,15828,2012
"12831","72049","Culebra Municipio, Puerto Rico",1535,16375,2012
"12832","72051","Dorado Municipio, Puerto Rico",38179,28530,2012
"12833","72053","Fajardo Municipio, Puerto Rico",36857,21194,2012
"12834","72054","Florida Municipio, Puerto Rico",12657,16150,2012
"12835","72055","Guánica Municipio, Puerto Rico",19363,13567,2012
"12836","72057","Guayama Municipio, Puerto Rico",45250,17496,2012
"12837","72059","Guayanilla Municipio, Puerto Rico",21493,14679,2012
"12838","72061","Guaynabo Municipio, Puerto Rico",97639,34638,2012
"12839","72063","Gurabo Municipio, Puerto Rico",45540,27817,2012
"12840","72065","Hatillo Municipio, Puerto Rico",41945,18669,2012
"12841","72067","Hormigueros Municipio, Puerto Rico",17217,20428,2012
"12842","72069","Humacao Municipio, Puerto Rico",58333,19918,2012
"12843","72071","Isabela Municipio, Puerto Rico",45567,14570,2012
"12844","72073","Jayuya Municipio, Puerto Rico",16600,17137,2012
"12845","72075","Juana Díaz Municipio, Puerto Rico",50695,16938,2012
"12846","72077","Juncos Municipio, Puerto Rico",40292,18946,2012
"12847","72079","Lajas Municipio, Puerto Rico",25671,13698,2012
"12848","72081","Lares Municipio, Puerto Rico",30628,12094,2012
"12849","72083","Las Marías Municipio, Puerto Rico",9853,14460,2012
"12850","72085","Las Piedras Municipio, Puerto Rico",38687,19345,2012
"12851","72087","Loíza Municipio, Puerto Rico",29997,19100,2012
"12852","72089","Luquillo Municipio, Puerto Rico",20050,20084,2012
"12853","72091","Manatí Municipio, Puerto Rico",43974,17513,2012
"12854","72093","Maricao Municipio, Puerto Rico",6546,12288,2012
"12855","72095","Maunabo Municipio, Puerto Rico",12201,16043,2012
"12856","72097","Mayagüez Municipio, Puerto Rico",88664,15060,2012
"12857","72099","Moca Municipio, Puerto Rico",40044,14384,2012
"12858","72101","Morovis Municipio, Puerto Rico",32617,14596,2012
"12859","72103","Naguabo Municipio, Puerto Rico",26761,16706,2012
"12860","72105","Naranjito Municipio, Puerto Rico",30385,16007,2012
"12861","72107","Orocovis Municipio, Puerto Rico",23386,14296,2012
"12862","72109","Patillas Municipio, Puerto Rico",19225,14777,2012
"12863","72111","Peñuelas Municipio, Puerto Rico",24193,15541,2012
"12864","72113","Ponce Municipio, Puerto Rico",165602,17459,2012
"12865","72115","Quebradillas Municipio, Puerto Rico",25874,14255,2012
"12866","72117","Rincón Municipio, Puerto Rico",15182,16548,2012
"12867","72119","Río Grande Municipio, Puerto Rico",54203,22491,2012
"12868","72121","Sabana Grande Municipio, Puerto Rico",25216,15958,2012
"12869","72123","Salinas Municipio, Puerto Rico",31019,13386,2012
"12870","72125","San Germán Municipio, Puerto Rico",35441,15470,2012
"12871","72127","San Juan Municipio, Puerto Rico",393633,23100,2012
"12872","72129","San Lorenzo Municipio, Puerto Rico",40979,17875,2012
"12873","72131","San Sebastián Municipio, Puerto Rico",42291,13658,2012
"12874","72133","Santa Isabel Municipio, Puerto Rico",23261,18024,2012
"12875","72135","Toa Alta Municipio, Puerto Rico",74178,27211,2012
"12876","72137","Toa Baja Municipio, Puerto Rico",89294,23572,2012
"12877","72139","Trujillo Alto Municipio, Puerto Rico",74655,31354,2012
"12878","72141","Utuado Municipio, Puerto Rico",33033,14752,2012
"12879","72143","Vega Alta Municipio, Puerto Rico",39913,17616,2012
"12880","72145","Vega Baja Municipio, Puerto Rico",59444,16462,2012
"12881","72147","Vieques Municipio, Puerto Rico",9293,16598,2012
"12882","72149","Villalba Municipio, Puerto Rico",25983,16014,2012
"12883","72151","Yabucoa Municipio, Puerto Rico",37823,17926,2012
"12884","72153","Yauco Municipio, Puerto Rico",41876,14728,2012
"12885","01001","Autauga County, Alabama",54907,53682,2013
"12886","01003","Baldwin County, Alabama",187114,50221,2013
"12887","01005","Barbour County, Alabama",27321,32911,2013
"12888","01007","Bibb County, Alabama",22754,36447,2013
"12889","01009","Blount County, Alabama",57623,44145,2013
"12890","01011","Bullock County, Alabama",10746,32033,2013
"12891","01013","Butler County, Alabama",20624,29918,2013
"12892","01015","Calhoun County, Alabama",117714,39962,2013
"12893","01017","Chambers County, Alabama",34145,32402,2013
"12894","01019","Cherokee County, Alabama",26034,34907,2013
"12895","01021","Chilton County, Alabama",43744,41250,2013
"12896","01023","Choctaw County, Alabama",13687,33941,2013
"12897","01025","Clarke County, Alabama",25573,29357,2013
"12898","01027","Clay County, Alabama",13703,34002,2013
"12899","01029","Cleburne County, Alabama",14945,38019,2013
"12900","01031","Coffee County, Alabama",50468,43768,2013
"12901","01033","Colbert County, Alabama",54456,39077,2013
"12902","01035","Conecuh County, Alabama",13104,24658,2013
"12903","01037","Coosa County, Alabama",11198,37277,2013
"12904","01039","Covington County, Alabama",37847,35869,2013
"12905","01041","Crenshaw County, Alabama",13955,36275,2013
"12906","01043","Cullman County, Alabama",80499,38847,2013
"12907","01045","Dale County, Alabama",50102,44889,2013
"12908","01047","Dallas County, Alabama",43091,26519,2013
"12909","01049","DeKalb County, Alabama",71076,37851,2013
"12910","01051","Elmore County, Alabama",79895,54766,2013
"12911","01053","Escambia County, Alabama",38169,30687,2013
"12912","01055","Etowah County, Alabama",104260,38013,2013
"12913","01057","Fayette County, Alabama",17110,33838,2013
"12914","01059","Franklin County, Alabama",31666,36415,2013
"12915","01061","Geneva County, Alabama",26791,35625,2013
"12916","01063","Greene County, Alabama",8934,24226,2013
"12917","01065","Hale County, Alabama",15594,30051,2013
"12918","01067","Henry County, Alabama",17308,41650,2013
"12919","01069","Houston County, Alabama",102326,40948,2013
"12920","01071","Jackson County, Alabama",53171,37634,2013
"12921","01073","Jefferson County, Alabama",658552,45429,2013
"12922","01075","Lamar County, Alabama",14396,36028,2013
"12923","01077","Lauderdale County, Alabama",92666,42844,2013
"12924","01079","Lawrence County, Alabama",34009,38551,2013
"12925","01081","Lee County, Alabama",144405,43542,2013
"12926","01083","Limestone County, Alabama",85264,48619,2013
"12927","01085","Lowndes County, Alabama",11086,26230,2013
"12928","01087","Macon County, Alabama",20803,30724,2013
"12929","01089","Madison County, Alabama",339279,58434,2013
"12930","01091","Marengo County, Alabama",20669,35079,2013
"12931","01093","Marion County, Alabama",30615,32888,2013
"12932","01095","Marshall County, Alabama",93699,39526,2013
"12933","01097","Mobile County, Alabama",413188,43028,2013
"12934","01099","Monroe County, Alabama",22778,29203,2013
"12935","01101","Montgomery County, Alabama",228980,44790,2013
"12936","01103","Morgan County, Alabama",119673,44800,2013
"12937","01105","Perry County, Alabama",10390,28209,2013
"12938","01107","Pickens County, Alabama",19516,28741,2013
"12939","01109","Pike County, Alabama",32977,33090,2013
"12940","01111","Randolph County, Alabama",22819,35213,2013
"12941","01113","Russell County, Alabama",55544,36143,2013
"12942","01115","St. Clair County, Alabama",84521,50786,2013
"12943","01117","Shelby County, Alabama",198366,68770,2013
"12944","01119","Sumter County, Alabama",13552,22186,2013
"12945","01121","Talladega County, Alabama",81845,35439,2013
"12946","01123","Tallapoosa County, Alabama",41428,39130,2013
"12947","01125","Tuscaloosa County, Alabama",196824,45408,2013
"12948","01127","Walker County, Alabama",66622,37566,2013
"12949","01129","Washington County, Alabama",17284,42156,2013
"12950","01131","Wilcox County, Alabama",11531,23642,2013
"12951","01133","Winston County, Alabama",24342,32900,2013
"12952","02013","Aleutians East Borough, Alaska",3141,61250,2013
"12953","02016","Aleutians West Census Area, Alaska",5538,81853,2013
"12954","02020","Anchorage Municipality, Alaska",295237,77454,2013
"12955","02050","Bethel Census Area, Alaska",17356,51689,2013
"12956","02060","Bristol Bay Borough, Alaska",933,79531,2013
"12957","02068","Denali Borough, Alaska",2020,72500,2013
"12958","02070","Dillingham Census Area, Alaska",4923,54150,2013
"12959","02090","Fairbanks North Star Borough, Alaska",98656,69223,2013
"12960","02100","Haines Borough, Alaska",2546,52866,2013
"12961","02105","Hoonah-Angoon Census Area, Alaska",2141,49545,2013
"12962","02110","Juneau City and Borough, Alaska",31897,81490,2013
"12963","02122","Kenai Peninsula Borough, Alaska",56163,61793,2013
"12964","02130","Ketchikan Gateway Borough, Alaska",13595,62519,2013
"12965","02150","Kodiak Island Borough, Alaska",13850,68718,2013
"12966","02164","Lake and Peninsula Borough, Alaska",1454,51786,2013
"12967","02170","Matanuska-Susitna Borough, Alaska",91519,71037,2013
"12968","02180","Nome Census Area, Alaska",9695,49974,2013
"12969","02185","North Slope Borough, Alaska",9484,80761,2013
"12970","02188","Northwest Arctic Borough, Alaska",7624,61607,2013
"12971","02195","Petersburg Census Area, Alaska",3806,63934,2013
"12972","02198","Prince of Wales-Hyder Census Area, Alaska",5672,46071,2013
"12973","02220","Sitka City and Borough, Alaska",8945,69405,2013
"12974","02230","Skagway Municipality, Alaska",1080,71667,2013
"12975","02240","Southeast Fairbanks Census Area, Alaska",7047,56801,2013
"12976","02261","Valdez-Cordova Census Area, Alaska",9682,74878,2013
"12977","02270","Wade Hampton Census Area, Alaska",7678,40176,2013
"12978","02275","Wrangell City and Borough, Alaska",2371,45841,2013
"12979","02282","Yakutat City and Borough, Alaska",607,72500,2013
"12980","02290","Yukon-Koyukuk Census Area, Alaska",5656,34710,2013
"12981","04001","Apache County, Arizona",71978,31476,2013
"12982","04003","Cochise County, Arizona",131038,45755,2013
"12983","04005","Coconino County, Arizona",134795,49555,2013
"12984","04007","Gila County, Arizona",53335,39954,2013
"12985","04009","Graham County, Arizona",37168,44943,2013
"12986","04011","Greenlee County, Arizona",8679,47992,2013
"12987","04012","La Paz County, Arizona",20408,35776,2013
"12988","04013","Maricopa County, Arizona",3889161,53596,2013
"12989","04015","Mohave County, Arizona",201680,39200,2013
"12990","04017","Navajo County, Arizona",107326,36927,2013
"12991","04019","Pima County, Arizona",986891,45841,2013
"12992","04021","Pinal County, Arizona",379128,50027,2013
"12993","04023","Santa Cruz County, Arizona",47122,37745,2013
"12994","04025","Yavapai County, Arizona",211968,42987,2013
"12995","04027","Yuma County, Arizona",199026,41595,2013
"12996","05001","Arkansas County, Arkansas",18957,39633,2013
"12997","05003","Ashley County, Arkansas",21645,35683,2013
"12998","05005","Baxter County, Arkansas",41281,35343,2013
"12999","05007","Benton County, Arkansas",227439,54515,2013
"13000","05009","Boone County, Arkansas",37099,38506,2013
"13001","05011","Bradley County, Arkansas",11418,30409,2013
"13002","05013","Calhoun County, Arkansas",5319,30980,2013
"13003","05015","Carroll County, Arkansas",27531,36584,2013
"13004","05017","Chicot County, Arkansas",11621,26201,2013
"13005","05019","Clark County, Arkansas",22912,32721,2013
"13006","05021","Clay County, Arkansas",15790,31502,2013
"13007","05023","Cleburne County, Arkansas",25856,40246,2013
"13008","05025","Cleveland County, Arkansas",8648,39420,2013
"13009","05027","Columbia County, Arkansas",24512,35128,2013
"13010","05029","Conway County, Arkansas",21235,35225,2013
"13011","05031","Craighead County, Arkansas",98398,41393,2013
"13012","05033","Crawford County, Arkansas",61796,39479,2013
"13013","05035","Crittenden County, Arkansas",50447,37751,2013
"13014","05037","Cross County, Arkansas",17760,38085,2013
"13015","05039","Dallas County, Arkansas",8045,28931,2013
"13016","05041","Desha County, Arkansas",12774,28680,2013
"13017","05043","Drew County, Arkansas",18686,31171,2013
"13018","05045","Faulkner County, Arkansas",115928,50314,2013
"13019","05047","Franklin County, Arkansas",18063,36766,2013
"13020","05049","Fulton County, Arkansas",12266,35522,2013
"13021","05051","Garland County, Arkansas",96547,39162,2013
"13022","05053","Grant County, Arkansas",17922,49004,2013
"13023","05055","Greene County, Arkansas",42580,38413,2013
"13024","05057","Hempstead County, Arkansas",22509,32056,2013
"13025","05059","Hot Spring County, Arkansas",33182,41193,2013
"13026","05061","Howard County, Arkansas",13748,35879,2013
"13027","05063","Independence County, Arkansas",36786,35026,2013
"13028","05065","Izard County, Arkansas",13560,30661,2013
"13029","05067","Jackson County, Arkansas",17809,30284,2013
"13030","05069","Jefferson County, Arkansas",75782,37140,2013
"13031","05071","Johnson County, Arkansas",25655,31003,2013
"13032","05073","Lafayette County, Arkansas",7501,29732,2013
"13033","05075","Lawrence County, Arkansas",17227,32239,2013
"13034","05077","Lee County, Arkansas",10267,25034,2013
"13035","05079","Lincoln County, Arkansas",14148,32697,2013
"13036","05081","Little River County, Arkansas",12992,39673,2013
"13037","05083","Logan County, Arkansas",22221,34996,2013
"13038","05085","Lonoke County, Arkansas",69266,52582,2013
"13039","05087","Madison County, Arkansas",15671,35771,2013
"13040","05089","Marion County, Arkansas",16605,34494,2013
"13041","05091","Miller County, Arkansas",43515,41319,2013
"13042","05093","Mississippi County, Arkansas",45912,36428,2013
"13043","05095","Monroe County, Arkansas",8002,27263,2013
"13044","05097","Montgomery County, Arkansas",9387,31345,2013
"13045","05099","Nevada County, Arkansas",8948,33694,2013
"13046","05101","Newton County, Arkansas",8211,30038,2013
"13047","05103","Ouachita County, Arkansas",25651,32015,2013
"13048","05105","Perry County, Arkansas",10381,42455,2013
"13049","05107","Phillips County, Arkansas",21253,26737,2013
"13050","05109","Pike County, Arkansas",11250,32206,2013
"13051","05111","Poinsett County, Arkansas",24403,32089,2013
"13052","05113","Polk County, Arkansas",20540,32835,2013
"13053","05115","Pope County, Arkansas",62248,40453,2013
"13054","05117","Prairie County, Arkansas",8573,34855,2013
"13055","05119","Pulaski County, Arkansas",386106,46013,2013
"13056","05121","Randolph County, Arkansas",17896,34418,2013
"13057","05123","St. Francis County, Arkansas",27914,30873,2013
"13058","05125","Saline County, Arkansas",109844,55348,2013
"13059","05127","Scott County, Arkansas",11111,37448,2013
"13060","05129","Searcy County, Arkansas",8101,30779,2013
"13061","05131","Sebastian County, Arkansas",126536,40471,2013
"13062","05133","Sevier County, Arkansas",17137,35153,2013
"13063","05135","Sharp County, Arkansas",17203,30861,2013
"13064","05137","Stone County, Arkansas",12517,29832,2013
"13065","05139","Union County, Arkansas",41307,37435,2013
"13066","05141","Van Buren County, Arkansas",17147,32517,2013
"13067","05143","Washington County, Arkansas",207911,41248,2013
"13068","05145","White County, Arkansas",77767,42487,2013
"13069","05147","Woodruff County, Arkansas",7180,28259,2013
"13070","05149","Yell County, Arkansas",22014,35535,2013
"13071","06001","Alameda County, California",1535248,72112,2013
"13072","06003","Alpine County, California",1165,58636,2013
"13073","06005","Amador County, California",37422,53684,2013
"13074","06007","Butte County, California",220542,43752,2013
"13075","06009","Calaveras County, California",45147,55295,2013
"13076","06011","Colusa County, California",21366,52158,2013
"13077","06013","Contra Costa County, California",1065794,78756,2013
"13078","06015","Del Norte County, California",28357,37909,2013
"13079","06017","El Dorado County, California",180982,69297,2013
"13080","06019","Fresno County, California",939605,45563,2013
"13081","06021","Glenn County, California",28054,43023,2013
"13082","06023","Humboldt County, California",134613,41426,2013
"13083","06025","Imperial County, California",175201,41807,2013
"13084","06027","Inyo County, California",18482,44796,2013
"13085","06029","Kern County, California",848204,48552,2013
"13086","06031","Kings County, California",151806,48133,2013
"13087","06033","Lake County, California",64260,36548,2013
"13088","06035","Lassen County, California",34018,53107,2013
"13089","06037","Los Angeles County, California",9893481,55909,2013
"13090","06039","Madera County, California",151435,45625,2013
"13091","06041","Marin County, California",254643,90839,2013
"13092","06043","Mariposa County, California",18061,49820,2013
"13093","06045","Mendocino County, California",87497,43469,2013
"13094","06047","Merced County, California",258707,42591,2013
"13095","06049","Modoc County, California",9468,36212,2013
"13096","06051","Mono County, California",14217,61757,2013
"13097","06053","Monterey County, California",420569,59168,2013
"13098","06055","Napa County, California",137837,70443,2013
"13099","06057","Nevada County, California",98509,57353,2013
"13100","06059","Orange County, California",3051771,75422,2013
"13101","06061","Placer County, California",355924,72725,2013
"13102","06063","Plumas County, California",19586,45794,2013
"13103","06065","Riverside County, California",2228528,56529,2013
"13104","06067","Sacramento County, California",1435207,55064,2013
"13105","06069","San Benito County, California",56115,66237,2013
"13106","06071","San Bernardino County, California",2056915,54090,2013
"13107","06073","San Diego County, California",3138265,62962,2013
"13108","06075","San Francisco County, California",817501,75604,2013
"13109","06077","San Joaquin County, California",693177,53380,2013
"13110","06079","San Luis Obispo County, California",272094,58697,2013
"13111","06081","San Mateo County, California",729543,88202,2013
"13112","06083","Santa Barbara County, California",427288,62779,2013
"13113","06085","Santa Clara County, California",1812208,91702,2013
"13114","06087","Santa Cruz County, California",264808,66519,2013
"13115","06089","Shasta County, California",177966,44651,2013
"13116","06091","Sierra County, California",3127,39009,2013
"13117","06093","Siskiyou County, California",44503,37709,2013
"13118","06095","Solano County, California",417258,67177,2013
"13119","06097","Sonoma County, California",487469,63356,2013
"13120","06099","Stanislaus County, California",518321,49297,2013
"13121","06101","Sutter County, California",94787,50408,2013
"13122","06103","Tehama County, California",63241,41924,2013
"13123","06105","Trinity County, California",13638,36890,2013
"13124","06107","Tulare County, California",446644,42708,2013
"13125","06109","Tuolumne County, California",54728,48426,2013
"13126","06111","Ventura County, California",829017,76544,2013
"13127","06113","Yolo County, California",202288,55918,2013
"13128","06115","Yuba County, California",72574,44902,2013
"13129","08001","Adams County, Colorado",452030,56270,2013
"13130","08003","Alamosa County, Colorado",15933,34520,2013
"13131","08005","Arapahoe County, Colorado",585333,60651,2013
"13132","08007","Archuleta County, Colorado",12109,48933,2013
"13133","08009","Baca County, Colorado",3761,38829,2013
"13134","08011","Bent County, Colorado",6141,37340,2013
"13135","08013","Boulder County, Colorado",301072,67956,2013
"13136","08014","Broomfield County, Colorado",57171,77998,2013
"13137","08015","Chaffee County, Colorado",18063,46504,2013
"13138","08017","Cheyenne County, Colorado",2189,51641,2013
"13139","08019","Clear Creek County, Colorado",9048,67259,2013
"13140","08021","Conejos County, Colorado",8256,34526,2013
"13141","08023","Costilla County, Colorado",3552,29145,2013
"13142","08025","Crowley County, Colorado",5629,31477,2013
"13143","08027","Custer County, Colorado",4245,32427,2013
"13144","08029","Delta County, Colorado",30659,42078,2013
"13145","08031","Denver County, Colorado",619297,50313,2013
"13146","08033","Dolores County, Colorado",1709,37750,2013
"13147","08035","Douglas County, Colorado",293014,101591,2013
"13148","08037","Eagle County, Colorado",52151,74456,2013
"13149","08039","Elbert County, Colorado",23295,82118,2013
"13150","08041","El Paso County, Colorado",634423,57125,2013
"13151","08043","Fremont County, Colorado",46850,39943,2013
"13152","08045","Garfield County, Colorado",56687,57022,2013
"13153","08047","Gilpin County, Colorado",5477,63885,2013
"13154","08049","Grand County, Colorado",14535,64664,2013
"13155","08051","Gunnison County, Colorado",15421,52332,2013
"13156","08053","Hinsdale County, Colorado",809,56667,2013
"13157","08055","Huerfano County, Colorado",6625,33298,2013
"13158","08057","Jackson County, Colorado",1371,43606,2013
"13159","08059","Jefferson County, Colorado",540669,68984,2013
"13160","08061","Kiowa County, Colorado",1423,40813,2013
"13161","08063","Kit Carson County, Colorado",8189,44157,2013
"13162","08065","Lake County, Colorado",7332,44610,2013
"13163","08067","La Plata County, Colorado",52039,58080,2013
"13164","08069","Larimer County, Colorado",305798,58626,2013
"13165","08071","Las Animas County, Colorado",15136,42261,2013
"13166","08073","Lincoln County, Colorado",5442,41910,2013
"13167","08075","Logan County, Colorado",22607,40415,2013
"13168","08077","Mesa County, Colorado",147432,49471,2013
"13169","08079","Mineral County, Colorado",761,47083,2013
"13170","08081","Moffat County, Colorado",13447,53231,2013
"13171","08083","Montezuma County, Colorado",25512,43188,2013
"13172","08085","Montrose County, Colorado",41020,45718,2013
"13173","08087","Morgan County, Colorado",28308,43774,2013
"13174","08089","Otero County, Colorado",18817,33848,2013
"13175","08091","Ouray County, Colorado",4475,64601,2013
"13176","08093","Park County, Colorado",16131,61570,2013
"13177","08095","Phillips County, Colorado",4383,43011,2013
"13178","08097","Pitkin County, Colorado",17173,72745,2013
"13179","08099","Prowers County, Colorado",12473,34391,2013
"13180","08101","Pueblo County, Colorado",160048,41777,2013
"13181","08103","Rio Blanco County, Colorado",6770,60128,2013
"13182","08105","Rio Grande County, Colorado",11913,38993,2013
"13183","08107","Routt County, Colorado",23409,62002,2013
"13184","08109","Saguache County, Colorado",6200,34600,2013
"13185","08111","San Juan County, Colorado",659,39583,2013
"13186","08113","San Miguel County, Colorado",7496,63594,2013
"13187","08115","Sedgwick County, Colorado",2376,40221,2013
"13188","08117","Summit County, Colorado",28091,63697,2013
"13189","08119","Teller County, Colorado",23276,59040,2013
"13190","08121","Washington County, Colorado",4796,44683,2013
"13191","08123","Weld County, Colorado",258780,57180,2013
"13192","08125","Yuma County, Colorado",10093,44308,2013
"13193","09001","Fairfield County, Connecticut",926233,82283,2013
"13194","09003","Hartford County, Connecticut",895827,64967,2013
"13195","09005","Litchfield County, Connecticut",188629,71338,2013
"13196","09007","Middlesex County, Connecticut",165690,76994,2013
"13197","09009","New Haven County, Connecticut",862611,61996,2013
"13198","09011","New London County, Connecticut",274090,66583,2013
"13199","09013","Tolland County, Connecticut",152366,80529,2013
"13200","09015","Windham County, Connecticut",118115,59333,2013
"13201","10001","Kent County, Delaware",165030,55149,2013
"13202","10003","New Castle County, Delaware",542784,64537,2013
"13203","10005","Sussex County, Delaware",200632,52710,2013
"13204","11001","District of Columbia, District of Columbia",619371,65830,2013
"13205","12001","Alachua County, Florida",249848,42149,2013
"13206","12003","Baker County, Florida",27069,49236,2013
"13207","12005","Bay County, Florida",170704,47461,2013
"13208","12007","Bradford County, Florida",27981,40259,2013
"13209","12009","Brevard County, Florida",545667,48039,2013
"13210","12011","Broward County, Florida",1784889,51251,2013
"13211","12013","Calhoun County, Florida",14700,32780,2013
"13212","12015","Charlotte County, Florida",161276,44378,2013
"13213","12017","Citrus County, Florida",140214,39100,2013
"13214","12019","Clay County, Florida",192665,59482,2013
"13215","12021","Collier County, Florida",328209,55843,2013
"13216","12023","Columbia County, Florida",67568,38070,2013
"13217","12027","DeSoto County, Florida",34651,34963,2013
"13218","12029","Dixie County, Florida",16234,33981,2013
"13219","12031","Duval County, Florida",872598,48323,2013
"13220","12033","Escambia County, Florida",300795,43918,2013
"13221","12035","Flagler County, Florida",97301,47233,2013
"13222","12037","Franklin County, Florida",11554,38328,2013
"13223","12039","Gadsden County, Florida",46860,35380,2013
"13224","12041","Gilchrist County, Florida",16917,38406,2013
"13225","12043","Glades County, Florida",13080,34694,2013
"13226","12045","Gulf County, Florida",15793,40455,2013
"13227","12047","Hamilton County, Florida",14655,37716,2013
"13228","12049","Hardee County, Florida",27336,37125,2013
"13229","12051","Hendry County, Florida",38346,35425,2013
"13230","12053","Hernando County, Florida",173119,41024,2013
"13231","12055","Highlands County, Florida",98275,35560,2013
"13232","12057","Hillsborough County, Florida",1257913,49596,2013
"13233","12059","Holmes County, Florida",19864,35511,2013
"13234","12061","Indian River County, Florida",139356,44772,2013
"13235","12063","Jackson County, Florida",49326,36809,2013
"13236","12065","Jefferson County, Florida",14469,44170,2013
"13237","12067","Lafayette County, Florida",8745,39722,2013
"13238","12069","Lake County, Florida",300926,45035,2013
"13239","12071","Lee County, Florida",633968,47439,2013
"13240","12073","Leon County, Florida",278624,46369,2013
"13241","12075","Levy County, Florida",40289,34348,2013
"13242","12077","Liberty County, Florida",8308,39681,2013
"13243","12079","Madison County, Florida",19070,33833,2013
"13244","12081","Manatee County, Florida",329487,47876,2013
"13245","12083","Marion County, Florida",333503,39453,2013
"13246","12085","Martin County, Florida",147786,49846,2013
"13247","12086","Miami-Dade County, Florida",2549075,43100,2013
"13248","12087","Monroe County, Florida",74213,53607,2013
"13249","12089","Nassau County, Florida",74163,55315,2013
"13250","12091","Okaloosa County, Florida",185852,54684,2013
"13251","12093","Okeechobee County, Florida",39642,34570,2013
"13252","12095","Orange County, Florida",1175416,47581,2013
"13253","12097","Osceola County, Florida",279837,43891,2013
"13254","12099","Palm Beach County, Florida",1339221,52432,2013
"13255","12101","Pasco County, Florida",468194,43888,2013
"13256","12103","Pinellas County, Florida",920015,45535,2013
"13257","12105","Polk County, Florida",610295,43113,2013
"13258","12107","Putnam County, Florida",73683,32497,2013
"13259","12109","St. Johns County, Florida",197115,64876,2013
"13260","12111","St. Lucie County, Florida",281015,43413,2013
"13261","12113","Santa Rosa County, Florida",155579,57703,2013
"13262","12115","Sarasota County, Florida",383094,49052,2013
"13263","12117","Seminole County, Florida",427184,58175,2013
"13264","12119","Sumter County, Florida",98409,48493,2013
"13265","12121","Suwannee County, Florida",42865,35698,2013
"13266","12123","Taylor County, Florida",22660,36356,2013
"13267","12125","Union County, Florida",15307,42660,2013
"13268","12127","Volusia County, Florida",496268,42457,2013
"13269","12129","Wakulla County, Florida",30824,52691,2013
"13270","12131","Walton County, Florida",56590,43640,2013
"13271","12133","Washington County, Florida",24702,38501,2013
"13272","13001","Appling County, Georgia",18354,36786,2013
"13273","13003","Atkinson County, Georgia",8332,30049,2013
"13274","13005","Bacon County, Georgia",11159,33757,2013
"13275","13007","Baker County, Georgia",3410,27353,2013
"13276","13009","Baldwin County, Georgia",46018,32751,2013
"13277","13011","Banks County, Georgia",18333,41141,2013
"13278","13013","Barrow County, Georgia",69933,53274,2013
"13279","13015","Bartow County, Georgia",100382,47197,2013
"13280","13017","Ben Hill County, Georgia",17576,28547,2013
"13281","13019","Berrien County, Georgia",19174,32258,2013
"13282","13021","Bibb County, Georgia",155524,37550,2013
"13283","13023","Bleckley County, Georgia",12961,36073,2013
"13284","13025","Brantley County, Georgia",18409,36070,2013
"13285","13027","Brooks County, Georgia",15885,34419,2013
"13286","13029","Bryan County, Georgia",31410,64707,2013
"13287","13031","Bulloch County, Georgia",71190,35840,2013
"13288","13033","Burke County, Georgia",23223,31494,2013
"13289","13035","Butts County, Georgia",23563,49754,2013
"13290","13037","Calhoun County, Georgia",6592,26986,2013
"13291","13039","Camden County, Georgia",50799,51990,2013
"13292","13043","Candler County, Georgia",11045,35070,2013
"13293","13045","Carroll County, Georgia",111160,46147,2013
"13294","13047","Catoosa County, Georgia",64606,47087,2013
