resp_id,agency,year,name,id_rssd,assets
0000000001,1,2009,"WACHOVIA BANK, NA",484422,635476000
0000000008,1,2009,"JPMORGAN CHASE BANK, NA",852218,1746242000
0000000024,1,2009,"US BANK, N.A.",504713,261775591
0000000047,1,2009,FIRST FINANCIAL BANK NA,693345,2224572
0000000056,1,2009,FIRST FINANCIAL BANK,165628,3685878
0000000148,1,2009,FIRST NATIONAL BANK OF CC,23812,1297208
0000000209,1,2009,FIRST NATIONAL BANK OF OMAHA,527954,9901044
0000000249,1,2009,FIRST NATIONAL BANK OF PA,379920,8210895
0000000311,1,2009,ADAMS COUNTY NATIONAL BANK,5210,960896
0000000324,1,2009,FIRST NATIONAL BANK & TRUST CO,1007417,629874
0000000325,1,2009,"FNB BANK, N.A.",131418,363107
0000000336,1,2009,FIRST TENNESSEE BANK NA,485559,30786926
0000000446,1,2009,"THE FIRST, N.A.",439404,1294504
0000000568,1,2009,FIRST KEYSTONE NATIONAL BANK,790918,721879
0000000661,1,2009,"DNB FIRST, NA",71318,534358
0000000969,1,2009,BEVERLY NATIONAL BANK,161107,484096
0000001090,1,2009,ALLIANCE BANK NA,814216,1359556
0000001316,1,2009,PNC BANK NA,817824,140777455
0000001354,1,2009,NBT BANK NA,702117,5306865
0000001461,1,2009,"CITIBANK, N.A.",476810,1227040000
0000001741,1,2009,"WELLS FARGO BANK, NA",451965,538958000
0000001750,1,2009,FIRST NATIONAL BANK OF SANTA F,787253,628260
0000001770,1,2009,BOONE COUNTY NATIONAL,299046,1126431
0000001950,1,2009,FIRST NATIONAL BANK,397540,992565
0000001997,1,2009,NATIONAL BANK & TRUST COMPANY,328423,523956
0000002137,1,2009,NATIONAL PENN BANK,802110,9164828
0000002151,1,2009,WILBER NATIONAL BANK,875918,924816
0000002234,1,2009,FIRST MERCHANTS BANK N.A.,17147,2041199
0000002311,1,2009,CAMDEN NATIONAL BANK,593007,2322457
0000002333,1,2009,UNIVEST NATIONAL BANK & TRUST,354310,2054241
0000002360,1,2009,LCNB NATIONAL BANK,785923,648792
0000002413,1,2009,CITIZENS FIRST NATIONAL BANK,669443,1163463
0000002515,1,2009,EPHRATA NATIONAL BANK,425911,688423
0000002597,1,2009,"WELLS FARGO BANK NORTHWEST, NA",688079,14213000
0000002637,1,2009,FIRST NATIONAL BANK OF DURANGO,68859,384686
0000002747,1,2009,"HORIZON BANK, N.A.",130541,1304420
0000002782,1,2009,"INTRUST BANK,  N. A.",557858,3480952
0000002848,1,2009,FREMONT NATIONAL BANK & TRUST,264558,339656
0000002881,1,2009,1ST NATL AUDRAIN COUNTY,934954,142125
0000002919,1,2009,THIRD NATIONAL BANK,611451,286099
0000003393,1,2009,THE FIRST NATIONAL BANK IN SIO,326858,1159455
0000003496,1,2009,FIRST NATIONAL BANK,181459,498698
0000003654,1,2009,FARMERS NATIONAL BANK,680813,879130
0000003656,1,2009,"CADENCE BANK, N.A.",115641,1967150
0000003817,1,2009,CANANDAIGUA NATIONAL BANK,161602,1393853
0000004039,1,2009,FIRST NATIONAL BANK,212018,325744
0000004230,1,2009,SUFFOLK COUNTY NATIONAL BANK,799612,1582361
0000004284,1,2009,CENTRAL NATIONAL BANK,234355,901102
0000004341,1,2009,ZIONS FIRST NATIONAL BANK,276579,20778268
0000004596,1,2009,OLD SECOND NATIONAL BANK,936136,2981688
0000004677,1,2009,FIRST CITIZENS NATIONAL BANK,186744,854445
0000004742,1,2009,"SUNFLOWER BANK, N.A.",474759,1647527
0000004945,1,2009,UMB NBA,597555,835953
0000005179,1,2009,FROST NATIONAL BANK,682563,15112135
0000005263,1,2009,FIRST CITIZENS NATIONAL BANK,133850,927162
0000005347,1,2009,STILLWATER NATIONAL BANK,398350,2743888
0000005552,1,2009,"PEOPLES BANK, NATIONAL ASSOCIA",577128,1993254
0000006207,1,2009,QUEENSBOROUGH NATIONAL BANK,960935,860555
0000006301,1,2009,BNY MELLON N.A.,934329,7557194
0000006443,1,2009,RAPPAHANNOCK NATIONAL BANK,978323,176831
0000006680,1,2009,SIMMONS FIRST NATIONAL BANK,663245,1424029
0000006776,1,2009,FIRST NATIONAL BANK,86527,987213
0000007003,1,2009,SWINEFORD NATIONAL BANK,203418,295172
0000007266,1,2009,CITIZENS NATIONAL BANK OF MERI,69333,1158027
0000007699,1,2009,GLENS FALLS NATIONAL BANK,866000,1425044
0000007745,1,2009,THE HUNTINGTON NATIONAL BANK,12311,53586626
0000007746,1,2009,FIRST NATIONAL BANK OF JASPER,157838,562293
0000008328,1,2009,FIRST NAT'L B&T OF COLUMBUS,77758,407304
0000008531,1,2009,"COMMUNITY BANK, N.A.",202907,5146791
0000008796,1,2009,ARMED FORCES BANK,983457,861531
0000008846,1,2009,OLD NATIONAL BANK,208244,7712867
0000008899,1,2009,MOODY NATIONAL BANK,253356,831117
0000008930,1,2009,FIRST NATIONAL BANK OF PALMERT,186717,579640
0000008953,1,2009,"COMMUNITYONE BANK, N.A.",591825,2042043
0000009179,1,2009,THE PARK NATIONAL BANK,489623,6243147
0000009541,1,2009,HARLEYSVILLE NATIONAL BANK,284819,5478061
0000009669,1,2009,BRIDGEHAMPTON NATIONAL BANK,23504,837705
0000009868,1,2009,FIRST NATIONAL COMMUNITY BANK,239613,1313425
0000010045,1,2009,FIRST MID-ILLINOIS BANK,762447,1042740
0000010360,1,2009,FIRST VICTORIA NATIONAL BANK,488167,1445577
0000010523,1,2009,TRUSTMARK NATIONAL BANK,342634,9657261
0000010536,1,2009,THE CONWAY NATIONAL BANK,631422,875037
0000010660,1,2009,NATIONAL BK OF SOUTH CAROLINA,580623,5008847
0000011076,1,2009,FARMERS NATIONAL BANK,307062,395995
0000011573,1,2009,THE CITIZENS NATIONAL BANK,738013,542933
0000011818,1,2009,BREMER BANK NA (ST CLOUD),824550,665781
0000012072,1,2009,FIRST NATIONAL BANK ALASKA,114260,2437510
0000012132,1,2009,"INTEGRA BANK, NA",23241,3348776
0000012333,1,2009,FIRST NATIONAL BK OF ST. LOUIS,506249,1613097
0000012425,1,2009,UNION CENTER NATIONAL BANK,29104,1022758
0000013044,1,2009,"BANK OF AMERICA, N.A.",480228,1471631047
0000013126,1,2009,FIRST NATIONAL BANK OF LONG IS,837000,1261141
0000013295,1,2009,STERLING NATIONAL BANK,64619,2196255
0000013443,1,2009,CITIZENS NATIONAL BANK,56351,840612
0000013618,1,2009,FIRST CITIZENS NATIONAL BANK,978118,667866
0000013652,1,2009,"AMCORE BANK, N.A.",938840,5036230
0000013679,1,2009,"BANK OF OKLAHOMA, N.A.",339858,16610571
0000013684,1,2009,MB FINANCIAL BANK NA,656733,8802576
0000013688,1,2009,CAPITAL ONE NA,112837,115142306
0000013770,1,2009,THE BANK NA,829050,383157
0000013778,1,2009,EXTRACO BANKS NA,537560,1084558
0000013790,1,2009,"ALERUS FINANCIAL, N.A.",933256,756324
0000013879,1,2009,NATIONAL EXCHANGE BANK,722544,1144648
0000013891,1,2009,HOME NATIONAL BANK,518952,742036
0000013918,1,2009,SOUTH CAROLINA BANK AND TRUST,540926,2763151
0000014008,1,2009,"CASTLE BANK, N.A.",779539,1240129
0000014124,1,2009,FIRST NATIONAL BANK,659257,4184844
0000014144,1,2009,FIRST NATIONAL BANK IN HOWELL,755047,388783
0000014146,1,2009,FIRST NATIONAL BANK,552451,2587212
0000014163,1,2009,FIRST NATIONAL BANK,805250,345429
0000014206,1,2009,AMARILLO NATIONAL BANK,353555,2711760
0000014369,1,2009,"STILLMAN BANCCORP, N.A.",407645,328387
0000014399,1,2009,NATIONAL REPUBLIC BANK OF CHIC,215130,1059194
0000014447,1,2009,BROADWAY NATIONAL BANK,474254,1876520
0000014512,1,2009,FIRST NATIONAL BANK OF ILLINOI,1017032,395841
0000014579,1,2009,FIRSTMERIT BANK NA,67311,11082632
0000014583,1,2009,HARRIS N.A.,75633,67306679
0000014599,1,2009,FIRST NATIONAL BANK OF GEORGIA,147839,888950
0000014695,1,2009,CITY NATIONAL BANK,63069,16097768
0000014740,1,2009,FIRST NATIONAL BANK OF AMERICA,413141,409625
0000014761,1,2009,KEYBANK NATIONAL ASSOCIATION,280110,101868610
0000014807,1,2009,CITY NATIONAL BANK OF WV,1011526,2552914
0000014838,1,2009,SEACOAST NATIONAL BANK,34537,2312549
0000014977,1,2009,WHITNEY NATIONAL BANK,873138,12368310
0000015108,1,2009,LOS ALAMOS NATIONAL BANK,205654,1409086
0000015292,1,2009,INWOOD NATIONAL BANK,913753,1362660
0000015359,1,2009,HILLTOP NATIONAL BANK,1454,457346
0000015383,1,2009,AMERICAN NATIONAL BANK,828651,1917609
0000015435,1,2009,AMERICAN NATIONAL BANK,660655,1780198
0000015576,1,2009,"STEARNS BANK, NA",141556,935723
0000015592,1,2009,ACADEMY NATIONAL BANK,535753,433945
0000015790,1,2009,VALLEY NATIONAL BANK,229801,14700181
0000015820,1,2009,"AMERICAN BANK, NA",807955,859286
0000015836,1,2009,METROPOLITAN NATIONAL BANK,874649,1675655
0000015977,1,2009,CITY NATIONAL BANK OF FLORIDA,814430,4338572
0000015980,1,2009,"TOWN NORTH BANK, N.A.",384652,1216762
0000016401,1,2009,MELLON UNITED NATIONAL BANK,53033,2408733
0000016407,1,2009,FAR EAST NATIONAL BANK,676160,2221617
0000016773,1,2009,DELAWARE NATIONAL BANK,26916,468587
0000016804,1,2009,MERCANTIL COMMERCEBANK,83638,6024301
0000016892,1,2009,WOODFOREST NATIONAL BANK,412751,2928263
0000016971,1,2009,"CITIBANK (SOUTH DAKOTA), N.A.",486752,86649347
0000017043,1,2009,AMERICAN NATIONAL BANK,599764,2024897
0000017045,1,2009,"FIRST FIDELITY BANK, NA",106359,1135463
0000017114,1,2009,SAN DIEGO NATIONAL BANK,127260,3036766
0000017437,1,2009,RIVERSIDE NATIOANL BANK OF FL,101233,3833195
0000017464,1,2009,"FARMERS BANK & TRUST, NA",482156,629176
0000017479,1,2009,AMEGY BANK OF TEXAS,676656,12354037
0000017487,1,2009,"NORTHERN TRUST, NA",665931,11740400
0000017611,1,2009,LONE STAR NATIONAL BANK,842460,1776124
0000018112,1,2009,"COMMERCE BANK, N.A.",601050,17422344
0000018432,1,2009,"ASIA BANK, N.A.",810900,440834
0000018480,1,2009,INTER NATIONAL BANK,894553,1746144
0000018484,1,2009,"MIDSOUTH BANK, NA",223331,935825
0000018606,1,2009,SUN NATIONAL BANK,925710,3618551
0000018752,1,2009,COMMERCE BANK OF WASHINGTON NA,1198641,880163
0000018763,1,2009,HOME STATE BANK,696430,759362
0000020948,1,2009,SAFRA NATIONAL BANK,918918,4541279
0000021017,1,2009,"METROBANK, N.A.",189352,1154801
0000021099,1,2009,WELLS FARGO FIN'L NAT'L BANK,1225761,2590849
0000021383,1,2009,NATIONAL BANK OF ARIZONA,1004368,4875394
0000021541,1,2009,"UNION BANK, N.A",212465,69736605
0000021610,1,2009,FIRST NATIONAL BANK,466642,696819
0000021699,1,2009,COMMUNITY WEST BANK,1412712,656886
0000021739,1,2009,WFNNB,1391778,1286554
0000022015,1,2009,"BANK MIDWEST, N.A.",635859,4416832
0000022381,1,2009,FIA CARD SERVICES,1830035,159637136
0000022559,1,2009,WACHOVIA BANK OF DELAWARE,1224812,5413553
0000022611,1,2009,TD BANK USA,2121196,21710672
0000022644,1,2009,FIRST NATIONAL BANK OF KANSAS,2033123,1006179
0000022652,1,2009,NATIONAL BANK OF INDIANAPOLIS,2132941,1115511
0000022675,1,2009,"HSBC BANK NEVADA, N.A.",2129008,1836910
0000022764,1,2009,FIRST NAT'L BANK OF S DAKOTA,379359,475209
0000022859,1,2009,"M&T BANK, N.A.",2265456,938740
0000022897,1,2009,WELLS FARGO HSBC TRADE BANK,2332808,1742460
0000023034,1,2009,"BANK OF ARKANSAS, N.A.",1882070,285264
0000023160,1,2009,"CHASE BANK USA, NA",489913,102826031
0000023204,1,2009,BREMER BANK NA (FARGO),2516327,1499798
0000023216,1,2009,BARRINGTON BANK & TRUST CO.NA,2508751,817673
0000023234,1,2009,"ENCORE BANK, N.A.",2558970,1579951
0000023248,1,2009,TEXAS CAPITAL BANK,2618780,5131657
0000023253,1,2009,TCF NATIONAL BANK,266271,16703060
0000023285,1,2009,BREMER BANK NA (ALEXANDRIA),268556,623308
0000023286,1,2009,BREMER BANK NA (BRAINERD),275750,360371
0000023289,1,2009,BREMER BANK NA (INTL FALLS),952453,92875
0000023290,1,2009,BREMER BANK NA (TWIN CITIES),800657,2521920
0000023295,1,2009,BREMER BANK NA (GRAND FORKS),995450,861269
0000023298,1,2009,BREMER BANK NA (WILLMAR),224655,513656
0000023300,1,2009,BREMER BANK NA (WISC),503453,600290
0000023446,1,2009,US BANK NORTH DAKOTA,2582023,4858594
0000023519,1,2009,BUSEY BANK,2623494,429815
0000023543,1,2009,CALIFORNIA NATIONAL BANK,2643438,6292069
0000023570,1,2009,FIRST BANK RICHMOND,419675,630053
0000023574,1,2009,CRYSTAL LAKE BANK & TRUST,2624400,608016
0000023664,1,2009,"CONNECTICUT COMMUNITY BANK, NA",2756909,427482
0000023695,1,2009,"ASSOCIATED BANK, N.A.",917742,23843152
0000023712,1,2009,INTERVEST NATIONAL BANK,2764258,2200895
0000023742,1,2009,"BANK OF ALBUQUERQUE, N.A.",2727673,1307132
0000023743,1,2009,"METLIFE BANK, N.A.",2777650,10273647
0000023849,1,2009,VECTRA BANK COLORADO NA,933957,2721985
0000023892,1,2009,"FIRST COMMUNITY BANK, NA",2353595,2103444
0000023905,1,2009,UMB BANK COLORADO,593753,939791
0000023920,1,2009,"UMB BANK, NA",936855,9262734
0000023922,1,2009,CBCO,2855914,474647
0000023958,1,2009,"BANKERS TRUST COMPANY, N.A.",811046,2373141
0000024082,1,2009,"BANK OF TEXAS, N.A.",533852,4280804
0000024083,1,2009,PINNACLE NATIONAL BANK,2925666,4745636
0000024096,1,2009,TD BANK N.A,497404,101632075
0000024129,1,2009,BRIDGE BANK,3025406,948085
0000024150,1,2009,ADVANTAGE NATIONAL BANK,2970657,393877
0000024185,1,2009,WEST TEXAS NATIONAL BANK,237066,531380
0000024240,1,2009,"CENTRAL JERSEY BANK, NA",2718297,600175
0000024268,1,2009,GRAND BANK N.A.,3093964,277095
0000024319,1,2009,"PACIFIC CAPITAL BANK, N.A.",785062,9560721
0000024320,1,2009,"MERIDIAN BANK, NA",978369,2074219
0000024374,1,2009,BANKERS TRUST COMPANY,3142358,337563
0000024380,1,2009,THE HARRIS BANK NA,528568,612461
0000024425,1,2009,FSGBANK N.A.,2920737,1274763
0000024451,1,2009,"COLORADO STATE BANK & TRUST,NA",658559,1338323
0000024466,1,2009,BEVERLY BANK AND TRUST,3216017,233675
0000024469,1,2009,"WEBSTER BANK, N.A.",761806,17480164
0000024522,1,2009,"HSBC BANK USA, NA",413208,181604079
0000024571,1,2009,"RBS CITIZENS, N.A.",3303298,129725957
0000024583,1,2009,"RABOBANK, N.A.",877369,8681774
0000024588,1,2009,BANK OF ARIZONA,2292368,255067
0000024616,1,2009,"UMB BANK ARIZONA, N.A.",3375080,78532
0000024634,1,2009,PARK NATIONAL BANK,15536,4891752
0000024646,1,2009,OLD PLANK TRAIL COMMUNITY BANK,3404207,227216
0000024717,1,2009,BANK OF KANSAS CITY,3445170,87221
0000024728,1,2009,"WACHOVIA CARD SERVICES, NA",3550131,2796058
0000024731,1,2009,PACIFIC NATIONAL BANK,976477,1887198
0000024790,1,2009,HUDSON VALLEY BANK,436711,2411319
0000024828,1,2009,"CAPITAL ONE BANK USA, N.A.",2253891,40869274
0000024891,1,2009,"FULTON BANK, N.A.",474919,8346289
0000024908,1,2009,"MORGAN STANLEY BANK, N.A.",1456501,58054000
0000080028,1,2009,BANK OF CHINA,908508,38079145
0000009807,2,2009,AMBOY BANK,9807,2467639
0000010858,2,2009,PLATTE VALLEY STATE B&T CO,10858,434272
0000035301,2,2009,STATE STREET BANK AND TRUST CO,35301,171227778
0000041647,2,2009,FIRST BANKING CENTER,41647,930388
0000056557,2,2009,COBIZ BANK,56557,2617361
0000058243,2,2009,JOHNSON BANK,58243,5386439
0000060143,2,2009,COMERICA BANK,60143,67597552
0000074140,2,2009,ISABELLA BANK,74140,1083993
0000104038,2,2009,THE PARK AVENUE BANK,104038,1349068
0000130943,2,2009,IRWIN UNION BANK,130943,4291256
0000140018,2,2009,LAFAYETTE AMBASSADOR BANK,140018,1418518
0000151818,2,2009,COMMUNITY BANK & TRUST CO.,151818,600043
0000169653,2,2009,FIRST BANK,169653,10737031
0000197478,2,2009,EAST WEST BANK,197478,12411098
0000210434,2,2009,THE NORTHERN TRUST COMPANY,210434,70433589
0000214807,2,2009,DBTCA,214807,50801000
0000222147,2,2009,CITIZENS BANK,222147,12266600
0000229913,2,2009,MIZUHO CORPORATE BANK (USA),229913,3281793
0000230535,2,2009,BANKEAST,230535,368266
0000233031,2,2009,REGIONS BANK,233031,142084005
0000236706,2,2009,PEAPACK-GLADSTONE BANK,236706,1380173
0000236751,2,2009,FIRST COMMUNITY BANK,236751,3411854
0000256553,2,2009,DACOTAH BANK,256553,1585164
0000270036,2,2009,ORION BANK,270036,2841164
0000272218,2,2009,WILMINGTON TRUST COMPANY,272218,10618287
0000280044,2,2009,BAYLAKE BANK,280044,1063871
0000292524,2,2009,FOUR OAKS BANK & TRUST COMPANY,292524,921039
0000311845,2,2009,ARVEST BANK GROUP,311845,10210879
0000324340,2,2009,CHOICEONE BANK,324340,460219
0000365325,2,2009,UNITED BANK VA,365325,4169787
0000405959,2,2009,THE F&M BANK & TRUST COMPANY,405959,1353814
0000412135,2,2009,COLE TAYLOR BANK,412135,4378470
0000417626,2,2009,PUTNAM COUNTY BANK,417626,493738
0000423458,2,2009,SOUTHWEST BANK,423458,653393
0000428547,2,2009,ST CHARLES BANK AND TRUST,428547,171574
0000436823,2,2009,CENTRAL VIRGINIA BANK,436823,485290
0000457547,2,2009,CENTRUE BANK,457547,1396918
0000468806,2,2009,NORTHEAST BANK,468806,616325
0000479839,2,2009,TENNESSEE STATE BANK,479839,709375
0000501105,2,2009,MANUFACTURERS & TRADERS TRUST,501105,64824244
0000506922,2,2009,SANDY SPRING BANK,506922,3308538
0000509811,2,2009,"COMMUNITY TRUST BANK, INC.",509811,2942745
0000539032,2,2009,BANK INDEPENDENT,539032,897132
0000541101,2,2009,THE BANK OF NEW YORK MELLON,541101,195164000
0000542649,2,2009,CHEMICAL BANK,542649,3866622
0000543253,2,2009,SWB BANK 298,543253,6127660
0000550327,2,2009,NORTHERN NECK STATE BANK,550327,349475
0000595430,2,2009,STATE BANK OF THE LAKES,595430,637240
0000601416,2,2009,FIVE STAR BANK,601416,1909009
0000614313,2,2009,THE STATE BANK & TRUST COMPANY,614313,636537
0000636771,2,2009,INDEPENDENT BANK,636771,2953214
0000637451,2,2009,PLAINSCAPITAL BANK,637451,3930807
0000648130,2,2009,COCONUT GROVE BANK,648130,684687
0000653648,2,2009,FIRST AMERICAN BANK,653648,1763712
0000657365,2,2009,HANMI BANK,657365,3868533
0000657459,2,2009,MIDWEST BANKCENTRE,657459,1042275
0000659855,2,2009,FIRST INTERSTATE BANK,659855,5535535
0000666657,2,2009,GUARANTY BANK AND TRUST COMPAN,666657,2098387
0000675332,2,2009,"SUNTRUST BANKS, INC",675332,185098787
0000682611,2,2009,SUSQUEHANNA BANK,682611,13406718
0000686271,2,2009,FIRST CHICAGO BANK & TRUST,686271,1287584
0000689740,2,2009,F&M BANK - IOWA,689740,481659
0000693224,2,2009,UNION BANK & TRUST,693224,2033806
0000697633,2,2009,COMPASS BANK,697633,62251283
0000697978,2,2009,COMMUNITY BANK OF TRI-COUNTY,697978,714638
0000701736,2,2009,THE BRAND BANKING COMPANY,701736,1057368
0000704559,2,2009,METCALF BANK,704559,840516
0000709143,2,2009,MIDWEST BANK OF WESTERN ILLINO,709143,355058
0000716833,2,2009,MARQUETTE BANK,716833,1710718
0000723112,2,2009,"FIFTH THIRD BANK, OHIO",723112,69459606
0000765019,2,2009,THE BRYN MAWR TRUST COMPANY,765019,1136620
0000777366,2,2009,BANK OF THE ORIENT,777366,728107
0000785259,2,2009,COMMUNITY BANKS OF COLORADO,785259,1721436
0000790721,2,2009,EVB,790721,1050079
0000795968,2,2009,BANK OF HAWAII - COMPLIANCE,795968,10741313
0000802866,2,2009,SILICON VALLEY BANK,802866,9472092
0000808176,2,2009,IBERIABANK,808176,3864600
0000821120,2,2009,BANK OF THE COMMONWEALTH,821120,1084583
0000825146,2,2009,MORTON COMMUNITY BANK,825146,1824686
0000832470,2,2009,INDIANA BANK & TRUST COMPANY,832470,983271
0000858528,2,2009,THE BANK OF MARION,858528,332035
0000861434,2,2009,ALIANT BANK,861434,971464
0000871769,2,2009,FARMERS & MERCHANTS BANK,871769,3637272
0000874845,2,2009,LAKE CITY BANK,874845,2376286
0000876634,2,2009,CAPITAL CITY BANK,876634,2471454
0000913267,2,2009,LEGACY TEXAS BANK,913267,1631599
0000928618,2,2009,AMERISERV FINANCIAL,928618,937050
0000940311,2,2009,BANCO POPULAR DE PUERTO RICO,940311,25522000
0000945941,2,2009,BYRON BANK,945941,837948
0000968436,2,2009,MIDWEST BANK AND TRUST COMPANY,968436,3552033
0000969424,2,2009,HIGHLANDS UNION BANK,969424,667986
0000976226,2,2009,THE FAUQUIER BANK,976226,514232
0000983448,2,2009,M&I MARSHALL & ILSLEY BANK,983448,55486249
0000991340,2,2009,1ST SOURCE BANK,991340,4445830
0000991621,2,2009,CITIZENS BANK & TRUST CO.,991621,298851
0000997650,2,2009,CITY BANK AND TRUST,997650,150149
0001007846,2,2009,FIRST MIDWEST BANK,1007846,8489275
0001009420,2,2009,STELLARONE BANK,1009420,2933064
0001010930,2,2009,UNITED BANK INC,1010930,4186130
0001190074,2,2009,VIRGINIA COMMERCE BANK,1190074,2713694
0001398580,2,2009,NARA BANK,1398580,2668949
0001445943,2,2009,WHITAKER BANK,1445943,1398452
0001447639,2,2009,BANK OF THE WEST,1447639,734910
0001494240,2,2009,RBC BANK,1494240,30436225
0001819366,2,2009,STERLING BANK,1819366,378675
0001917301,2,2009,LAKE FOREST BANK & TRUST CO,1917301,1654207
0002044811,2,2009,WHEATON BANK & TRUST COMPANY,2044811,393815
0002119773,2,2009,HINSDALE BANK & TRUST COMPANY,2119773,1313871
0002182786,2,2009,GOLDMAN SACHS BANK USA,2182786,163066000
0002209553,2,2009,HERITAGE BANK OF COMMERCE,2209553,1497892
0002239288,2,2009,NORTH SHORE COMMUNITY BANK,2239288,1064979
0002298995,2,2009,VILLAGE BANK & TRUST,2298995,642408
0002339795,2,2009,LIBERTYVILLE BANK AND TRUST CO,2339795,1032345
0002533119,2,2009,NORTHSIDE COMMUNITY BANK,2533119,555326
0002580243,2,2009,AMERICAN BANK,2580243,487910
0002693264,2,2009,TOWN BANK,2693264,644196
0002736291,2,2009,BANCO POPULAR NORTH AMERICA,2736291,12440891
0002736451,2,2009,"NEW PEOPLES BANK, INC.",2736451,807237
0002742153,2,2009,FIRST CAPITAL BANK,2742153,431535
0002938198,2,2009,NORTHBROOK BANK & TRUST CO,2938198,741152
0002967349,2,2009,LIBERTY BANK OF ARKANSAS,2967349,2615639
0003560783,2,2009,CAPITALMARK BANK & TRUST,3560783,335870
0000000110,3,2009,BANK OF THE OZARKS,107244,3228954
0000000190,3,2009,COMMERCIAL BANK,438238,574808
0000000258,3,2009,STOCK YARDS BANK & TRUST CO.,317342,1623063
0000000324,3,2009,CITIZENS BANK,514132,330436
0000000463,3,2009,PENN SECURITY BANK & TRUST CO.,528616,625601
0000000609,3,2009,TOMPKINS TRUST COMPANY,433608,1315593
0000000622,3,2009,AMALGAMATED BANK,661308,4470550
0000000664,3,2009,BANK OF SMITHTOWN,475215,1863944
0000000803,3,2009,WESBANCO BANK INC.,645625,5196684
0000000873,3,2009,COLUMBUS BANK & TRUST COMPANY,395238,6470886
0000000895,3,2009,GREENBANK,488439,2938937
0000000903,3,2009,AMALGAMATED BANK OF CHICAGO,397531,736954
0000001039,3,2009,THE BANK OF EDWARDSVILLE,219343,1245862
0000001265,3,2009,CASHMERE VALLEY BANK,574976,1000935
0000001281,3,2009,WASHINGTON TRUST BANK,58971,4084953
0000001331,3,2009,FARMERS & MERCHANTS BANK OF CE,808260,1684857
0000001414,3,2009,KLEINBANK,303550,1631389
0000001479,3,2009,FIRST STATE BANK,126254,1347054
0000001500,3,2009,FIRST INDEPENDENT BANK,6972,982315
0000001536,3,2009,BANK OF STOCKTON,479268,1723948
0000001597,3,2009,FIRSTBANK - MT. PLEASANT,960841,347538
0000001711,3,2009,CITIZENS BANK OF LAFAYETTE,63733,319446
0000001768,3,2009,MECHANICS BANK,936462,2869683
0000001874,3,2009,BROTHERHOOD BANK AND TRUST,246657,569567
0000002345,3,2009,WEST COAST BANK,593865,2511006
0000003036,3,2009,MILE HIGH BANKS,515353,1320238
0000003430,3,2009,WESTAMERICA BANK,697763,4007679
0000003440,3,2009,FIRST NORTHERN BANK OF DIXON,783161,670796
0000003514,3,2009,BANK OF THE WEST,804963,66890239
0000003657,3,2009,FIRST AMERICAN BANK,850036,2751640
0000004048,3,2009,SPIRITBANK,142955,1265063
0000004239,3,2009,FIRST UNITED BANK AND TRUST CO,509950,2039978
0000004533,3,2009,CITIZENS BANK & TRUST COMPANY,381343,1300598
0000004789,3,2009,EMPRISE BANK,65858,1258434
0000004857,3,2009,FIRST UNITED BANK & TRUST,61122,1618616
0000005602,3,2009,UNION STATE BANK,467733,310068
0000005633,3,2009,FIRST SECURITY BANK,673440,2420553
0000005649,3,2009,DISCOVER BANK,30810,36276270
0000005668,3,2009,VISION BANK,209335,923297
0000005707,3,2009,SEA ISLAND BANK,1632,781624
0000005766,3,2009,MAINSOURCE BANK,623445,2483611
0000005840,3,2009,CITIZENS UNION BANK,65746,817286
0000005874,3,2009,CALVIN B TAYLOR BANKING CO.,39327,366677
0000005903,3,2009,BANKPLUS,121642,2148639
0000005950,3,2009,BANK OF GRANITE,470724,1112795
0000005956,3,2009,PEOPLES BANK,220527,965917
0000005969,3,2009,THE F&M STATE BANK,214414,805564
0000006158,3,2009,PEOPLES BANK,455972,1041226
0000006161,3,2009,KITSAP BANK,584377,815194
0000006268,3,2009,MERCHANTS BANK,166803,1345842
0000007468,3,2009,FIRST COMMONWEALTH BANK,42420,6373887
0000007614,3,2009,THE JUNIATA VALLEY BANK,215710,422560
0000007714,3,2009,QNB BANK,852713,660684
0000007748,3,2009,VIST BANK,678717,1206644
0000007799,3,2009,CITIZENS & NORTHERN BANK,895710,1225003
0000008405,3,2009,FARMERS& MERCHANTS TRUST,289515,897817
0000008426,3,2009,FIRST SUMMIT BANK,526519,511038
0000008468,3,2009,EXCHANGE BANK,507068,1629346
0000008660,3,2009,COMMERCIAL BANK & TRUST CO.,467658,575821
0000008663,3,2009,FIRSTBANK,436159,2098175
0000008811,3,2009,HEBRON SAVINGS BANK,780722,432251
0000008878,3,2009,STATE BANK AND TRUST COMPANY,736448,938552
0000008997,3,2009,THE PALMETTO BANK,862824,1369623
0000009055,3,2009,CB&T BANK OF EAST ALABAMA,87533,303944
0000009314,3,2009,PBI BANK,522847,1643712
0000009361,3,2009,MERCHANTS & FARMERS BANK,844343,1592731
0000009538,3,2009,THE LAPORTE SAVINGS BANK,155245,367620
0000009712,3,2009,ROCKLAND TRUST COMPANY,613008,3633478
0000009719,3,2009,OXFORD BANK,448040,362557
0000009846,3,2009,BRANCH BANKING AND TRUST CO,852320,147483646
0000009889,3,2009,MID PENN BANK,786612,563216
0000010073,3,2009,FIRST ST BK & TST OF VALDOSTA,103536,527712
0000010363,3,2009,CITIZENS & FARMERS BANK,928421,847034
0000010619,3,2009,HAWTHORN BANK,508346,1270265
0000010634,3,2009,PINNACLE BANK,913856,2301637
